extracted,url,best_term,best_cosine,matched_terms
in depth 2015 treating cybercrime like a disease,https://www.pymnts.com/in-depth/2015/treating-cybercrime-like-a-disease/,Cybercrime,0.61600333,Cybercrime
 transaction tracker,https://www.pymnts.com/tag/transaction-tracker/,Transaction Monitoring,0.6715571,Transaction Monitoring
in depth 2015 whats next in identity verification,https://www.pymnts.com/in-depth/2015/whats-next-in-identity-verification/,Digital Identity,0.6037005,Digital Identity
news 2015 digital identity in the physical world,https://www.pymnts.com/news/2015/digital-identity-in-the-physical-world/,Digital Identity,0.66091216,Digital Identity
in depth 2015 mobile pay players focused on biometrics authentication,https://www.pymnts.com/in-depth/2015/mobile-pay-players-focused-on-biometrics-authentication/,Biometric Authentication,0.6310642,Biometric Authentication
news 2015 cybersecurity pros warn against insider threats,https://www.pymnts.com/news/2015/cybersecurity-pros-warn-against-insider-threats/,Insider Threat,0.6357257,Insider Threat
news 2015 latest stats on how much data breaches really cost,https://www.pymnts.com/news/2015/latest-stats-on-how-much-data-breaches-really-cost/,Data Breaches,0.60531276,Data Breaches
news 2015 how fintech alternatives pose threat to banks,https://www.pymnts.com/news/2015/how-fintech-alternatives-pose-threat-to-banks/,Fintech,0.60799116,Fintech; Fintech Fraud
news 2015 irs protecting data of identity thieves,https://www.pymnts.com/news/2015/irs-protecting-data-of-identity-thieves/,Tax Identity Theft,0.6052827,Tax Identity Theft
in depth 2015 how china does omnichannel,https://www.pymnts.com/in-depth/2015/how-china-does-omnichannel/,Omnichannel,0.6259594,Omnichannel
uncategorized 2015 fraudsters automating fake emv chip transactions,https://www.pymnts.com/uncategorized/2015/fraudsters-automating-fake-emv-chip-transactions/,Payment Card Skimmers,0.60221314,Payment Card Skimmers
news 2015 defending native mobile apps from fraud,https://www.pymnts.com/news/2015/defending-native-mobile-apps-from-fraud/,Fraudulent Apps,0.638306,Fraudulent Apps
100 innovations 2014 biometric authentication,https://www.pymnts.com/100-innovations/2014/biometric-authentication/,Biometric Authentication,0.63182575,Biometric Authentication; Biometrics
news 2015 paypal data on impact of liar buyer fraud,https://www.pymnts.com/news/2015/paypal-data-on-impact-of-liar-buyer-fraud/,Paypal Fraud,0.67828584,Paypal Fraud
in depth 2015 connecting dots on cybercrime,https://www.pymnts.com/in-depth/2015/connecting-dots-on-cybercrime/,Cybercrime,0.60333306,Cybercrime
news 2015 next in id verification behavioral biometrics,https://www.pymnts.com/news/2015/next-in-id-verification-behavioral-biometrics/,Biometrics,0.6048449,Biometrics
news 2015 ftc report on internet of things highlights security risks,https://www.pymnts.com/news/2015/ftc-report-on-internet-of-things-highlights-security-risks/,Internet Of Things (IOT) Security,0.62295365,Internet Of Things (IOT) Security
news 2015 paypal fraud probe leads to arrest,https://www.pymnts.com/news/2015/paypal-fraud-probe-leads-to-arrest/,Paypal Fraud,0.64359623,Paypal Fraud
news 2014 paypal patches security vulnerability,https://www.pymnts.com/news/2014/paypal-patches-security-vulnerability/,Paypal Fraud,0.60053915,Paypal Fraud
news 2014 the invisible atm skimmer,https://www.pymnts.com/news/2014/the-invisible-atm-skimmer/,Payment Card Skimmers,0.60420156,Payment Card Skimmers
news 2014 a different spin on digital wallets,https://www.pymnts.com/news/2014/a-different-spin-on-digital-wallets/,Digital Wallets,0.65567136,Digital Wallets
news 2014 paypal responds to security concerns,https://www.pymnts.com/news/2014/paypal-responds-to-security-concerns/,Paypal Fraud,0.61252016,Paypal Fraud
news 2014 inside the evil nexus of fraud and data breaches,https://www.pymnts.com/news/2014/inside-the-evil-nexus-of-fraud-and-data-breaches/,Data Breaches,0.6109329,Data Breaches
news 2014 googles new 2 factor authentication approach,https://www.pymnts.com/news/2014/googles-new-2-factor-authentication-approach/,Two-Factor Authentication (2FA),0.6014925,Two-Factor Authentication (2FA)
news 2014 paypal glitch keeps money from sellers,https://www.pymnts.com/news/2014/paypal-glitch-keeps-money-from-sellers/,Paypal Fraud,0.62460315,Paypal Fraud
in depth 2014 paypal to split from ebay,https://www.pymnts.com/in-depth/2014/paypal-to-split-from-ebay/,PayPal,0.6036512,PayPal
in depth 2014 it is time to re invent digital identity,https://www.pymnts.com/in-depth/2014/it-is-time-to-re-invent-digital-identity/,Digital Identity,0.6785535,Digital Identity
exclusive series 2014 three ways to win at omnichannel,https://www.pymnts.com/exclusive-series/2014/three-ways-to-win-at-omnichannel/,Omnichannel,0.63886356,Omnichannel
news 2014 the rise of biometrics,https://www.pymnts.com/news/2014/the-rise-of-biometrics/,Biometrics,0.63133264,Biometrics
news 2014 new atm skimming tactic razor thin cards,https://www.pymnts.com/news/2014/new-atm-skimming-tactic-razor-thin-cards/,Card Skimming,0.67680144,Card Skimming; Payment Card Skimmers
in depth 2014 where omnichannel and product fulfillment intersect,https://www.pymnts.com/in-depth/2014/where-omnichannel-and-product-fulfillment-intersect/,Omnichannel,0.630712,Omnichannel
in depth 2014 a tale of two fraud stats,https://www.pymnts.com/in-depth/2014/a-tale-of-two-fraud-stats/,Fraud Statistics,0.65450484,Fraud Statistics
news 2014 how paypal fraudsters used debit cards to scam retailers,https://www.pymnts.com/news/2014/how-paypal-fraudsters-used-debit-cards-to-scam-retailers/,Debit Card Fraud,0.6085762,Debit Card Fraud; Paypal Fraud
news 2014 worlds most secure anti skimming card reader released,https://www.pymnts.com/news/2014/worlds-most-secure-anti-skimming-card-reader-released/,Payment Card Skimmers,0.6061339,Payment Card Skimmers
news 2014 study global fintech investment triples,https://www.pymnts.com/news/2014/study-global-fintech-investment-triples/,Fintech,0.616615,Fintech
news 2014 credit card companies elevate fraud solutions,https://www.pymnts.com/news/2014/credit-card-companies-elevate-fraud-solutions/,Credit Card Fraud Detection,0.6443093,Credit Card Fraud; Credit Card Fraud Detection
news 2014 paypal discovers and patches potential security threat,https://www.pymnts.com/news/2014/paypal-discovers-and-patches-potential-security-threat/,Paypal Fraud,0.6152632,Paypal Fraud
news 2014 convicted hacker finds paypal bug,https://www.pymnts.com/news/2014/convicted-hacker-finds-paypal-bug/,Paypal Fraud,0.6230176,Paypal Fraud
in depth 2014 omnichannel meet omnidirectional,https://www.pymnts.com/in-depth/2014/omnichannel-meet-omnidirectional/,Omnichannel,0.6659458,Omnichannel
news 2014 report reveals evidence of bitcoin ponzi scheme,https://www.pymnts.com/news/2014/report-reveals-evidence-of-bitcoin-ponzi-scheme/,Ponzi Scheme,0.60210025,Ponzi Scheme
in depth 2014 mobile commerce security is the name of the game,https://www.pymnts.com/in-depth/2014/mobile-commerce-security-is-the-name-of-the-game/,Mobile Security,0.6372664,Mobile Security
news social commerce 2014 social media latest to feel security flaw impact,https://www.pymnts.com/news/social-commerce/2014/social-media-latest-to-feel-security-flaw-impact/,Social Media Security,0.6822757,Social Media Security
news 2014 security flaw in open source log in tools could leave social media users at risk,https://www.pymnts.com/news/2014/security-flaw-in-open-source-log-in-tools-could-leave-social-media-users-at-risk/,Social Media Security,0.61367834,Social Media Security
news 2014 paypal 2 0,https://www.pymnts.com/news/2014/paypal-2-0/,PayPal,0.61962986,PayPal
breach round up 2014 breach news now just a link away,https://www.pymnts.com/breach-round-up/2014/breach-news-now-just-a-link-away/,Breach,0.62342435,Breach
breach round up 2014 target breach news,https://www.pymnts.com/breach-round-up/2014/target-breach-news/,Breach,0.63900185,Breach
events 2014 cyber attacks the new wmds,https://www.pymnts.com/events/2014/cyber-attacks-the-new-wmds/,Cyber Warfare,0.62093526,Cyber Warfare; Cyberattack
in depth 2014 to emv or not to emv,https://www.pymnts.com/in-depth/2014/to-emv-or-not-to-emv/,EMV,0.6315985,EMV
in depth 2014 preventing online fraud and building customer trust 2,https://www.pymnts.com/in-depth/2014/preventing-online-fraud-and-building-customer-trust-2/,Fraud Prevention,0.6092285,Fraud Prevention
uncategorized 2013 two other problems digital wallets solve,https://www.pymnts.com/uncategorized/2013/two-other-problems-digital-wallets-solve/,Digital Wallets,0.6159567,Digital Wallets
whitepaper 2014 five trends to track ecommerce fraud prevention,https://www.pymnts.com/whitepaper/2014/five-trends-to-track-ecommerce-fraud-prevention/,E-commerce Fraud,0.60106134,E-commerce Fraud
news 2014 e commerce fraud 5 key trends to track 2,https://www.pymnts.com/news/2014/e-commerce-fraud-5-key-trends-to-track-2/,E-commerce Fraud,0.6176456,E-commerce Fraud
news 2014 e commerce fraud 5 key trends to track 862,https://www.pymnts.com/news/2014/e-commerce-fraud-5-key-trends-to-track-862/,E-commerce Fraud,0.6203911,E-commerce Fraud
news 2014 e commerce fraud 5 key trends to track,https://www.pymnts.com/news/2014/e-commerce-fraud-5-key-trends-to-track/,E-commerce Fraud,0.62758565,E-commerce Fraud
news 2014 five trends to track in ecommerce fraud prevention 243,https://www.pymnts.com/news/2014/five-trends-to-track-in-ecommerce-fraud-prevention-243/,E-commerce Fraud,0.60195357,E-commerce Fraud
news 2014 paypal props up its merchant checkout,https://www.pymnts.com/news/2014/paypal-props-up-its-merchant-checkout/,PayPal,0.61341846,PayPal
news 2014 new card skimmer pose consumer threat 2,https://www.pymnts.com/news/2014/new-card-skimmer-pose-consumer-threat-2/,Payment Card Skimmers,0.67749435,Card Skimming; Payment Card Skimmers
news 2013 new card skimmer pose consumer threat,https://www.pymnts.com/news/2013/new-card-skimmer-pose-consumer-threat/,Payment Card Skimmers,0.6738597,Card Skimming; Payment Card Skimmers
news 2013 innovations we re thankful for biometrics,https://www.pymnts.com/news/2013/innovations-we-re-thankful-for-biometrics/,Biometrics,0.60215414,Biometrics
news 2013 securebuy moves to advance 3 d secure payer authentication process,https://www.pymnts.com/news/2013/securebuy-moves-to-advance-3-d-secure-payer-authentication-process/,3DS (3D Secure),0.6338776,3DS (3D Secure)
news 2013 regulator warns of increasing cyberattack threat,https://www.pymnts.com/news/2013/regulator-warns-of-increasing-cyberattack-threat/,Cyberattack,0.6003987,Cyberattack
news 2013 account takeover fraud the latest threat to ecommerce,https://www.pymnts.com/news/2013/account-takeover-fraud-the-latest-threat-to-ecommerce/,E-commerce Fraud,0.6629857,E-commerce Fraud
news 2013 chase paymentech creates secure checkout page,https://www.pymnts.com/news/2013/chase-paymentech-creates-secure-checkout-page/,Payment Gateway,0.612766,Payment Gateway
news 2013 fraud oracle launches new fraud score service,https://www.pymnts.com/news/2013/fraud-oracle-launches-new-fraud-score-service/,Fraud Score,0.64650965,Fraud Score
news 2013 fime on the future of mobile security 339,https://www.pymnts.com/news/2013/fime-on-the-future-of-mobile-security-339/,Mobile Security,0.6085854,Mobile Security
news 2013 fime on the future of mobile security,https://www.pymnts.com/news/2013/fime-on-the-future-of-mobile-security/,Mobile Security,0.6154388,Mobile Security
news 2013 nfc tsm emv and cvm do you know your mobile security,https://www.pymnts.com/news/2013/nfc-tsm-emv-and-cvm-do-you-know-your-mobile-security/,Mobile Security,0.6166032,Mobile Security
news 2013 the tricks thieves use to steal your identity 2,https://www.pymnts.com/news/2013/the-tricks-thieves-use-to-steal-your-identity-2/,Identity Theft,0.60229135,Identity Theft
news 2013 pci and mpos protecting cardholder data 621,https://www.pymnts.com/news/2013/pci-and-mpos-protecting-cardholder-data-621/,PCI DSS,0.60804844,PCI DSS
news 2013 fido puts forward biometric security,https://www.pymnts.com/news/2013/fido-puts-forward-biometric-security/,Fast Identity Online (FIDO),0.6035043,Fast Identity Online (FIDO)
news 2013 international cross border payments,https://www.pymnts.com/news/2013/international-cross-border-payments/,Cross-Border Transactions,0.61384577,Cross-Border Transactions
news 2013 pci ssc released ecommerce security guidelines,https://www.pymnts.com/news/2013/pci-ssc-released-ecommerce-security-guidelines/,PCI DSS,0.62198395,PCI DSS
news 2013 the tricks thieves use to steal your identity 837,https://www.pymnts.com/news/2013/the-tricks-thieves-use-to-steal-your-identity-837/,Identity Theft,0.60992914,Identity Theft
news 2013 the tricks thieves use to steal your identity,https://www.pymnts.com/news/2013/the-tricks-thieves-use-to-steal-your-identity/,Identity Theft,0.6053875,Identity Theft
